,词语,词性种类,词义数,词义序号,情感分类,强度,极性,辅助情感分类,强度.1,极性.1,Unnamed: 10,Unnamed: 11
2949,背信,verb,1.0,1.0,NN,7,2,ND,3.0,2.0,,
2950,偷偷摸摸,idiom,1.0,1.0,NN,5,2,ND,5.0,2.0,,
2951,谄媚,verb,1.0,1.0,NN,7,2,ND,7.0,2.0,,
2952,姑息养奸,idiom,1.0,1.0,NN,7,2,ND,3.0,2.0,,
2953,蒙哄,verb,1.0,1.0,NN,3,2,,,,,
2954,耍奸,verb,1.0,1.0,NN,5,2,ND,5.0,2.0,,
2955,撒泼,verb,1.0,1.0,NN,7,2,ND,5.0,2.0,,
2956,仗势欺人,idiom,1.0,1.0,NN,7,2,,3.0,2.0,,
2957,胁迫,verb,1.0,1.0,NN,5,2,ND,3.0,2.0,,
2958,无能,adj,1.0,1.0,NN,5,2,,,,,
2959,无情无义,idiom,1.0,1.0,NN,7,2,,,,,
2960,厚颜,adj,1.0,1.0,NN,5,2,,,,,
2961,私利,noun,1.0,1.0,NN,5,2,ND,3.0,2.0,,
2962,不可救药,idiom,1.0,1.0,NN,5,2,NJ,5.0,2.0,,
2963,光秃秃,adj,1.0,1.0,NN,1,2,NH,7.0,2.0,,
2964,一失足成千古恨,idiom,1.0,1.0,NN,5,2,,,,,
2965,渺小,adj,1.0,1.0,NN,1,2,,,,,
2966,紊乱,adj,1.0,1.0,NN,3,2,,,,,
2967,置身事外,idiom,1.0,1.0,NN,5,2,ND,5.0,2.0,,
2968,坐视不救,idiom,1.0,1.0,NN,5,2,,,,,
2969,迟迟,adj,1.0,1.0,NN,1,0,NE,1.0,0.0,,
2970,慢吞吞,adj,1.0,1.0,NN,3,2,,,,,
2971,滞后,adj,1.0,1.0,NN,1,2,,,,,
2972,大权独揽,adj,1.0,1.0,NN,5,2,ND,5.0,2.0,,
2973,蛮横无理,adj,1.0,1.0,NN,7,2,,,,,
2974,步人后尘,idiom,1.0,1.0,NN,5,2,,,,,
